text_id,text
3330,"I recommend a beautifully located hotel with a view of the port. From the window you can admire the pirates ship passing by: ) The rooms are standard with interestingly made furniture. Breakfast buffet is typically hot eggs, sausages from the heater. In general, the hotel inside does not knock down, but is very well located."
3331,"A medium shelf hostel . Convenient location, close to many Dutch shops, where you can buy things other than the chain stores. The room was so small that we tripped over each other's legs and kept our suitcase under a chair. But when making the reservation it was written that the room would be small. The sanitary solutions in the bathroom were simply idiotic. Opposite the shower without a cabin was a toilet, so after taking a shower, the bathroom literally sank. You had to wipe the floor with towels to move around the bathroom. The plaster was falling off from somewhere, because you could see that there was moisture. But you can't say that the bathroom was squalid. If it wasn't for the flood, it would be okay. Beds are very comfortable. It was ok in terms of cleanliness, but our room unfortunately stinks. Maybe we had bad luck and only in ours, but I can't judge that. The hostel is good for max 2 nights and only for the night."
3332,"The hotel is very cool - it could be perfect but it has shortcomings - no hot water in the tap especially in rooms with final numbering. Medium cleanliness - see the wardrobes in the rooms - cleaned at all or poorly. Lobby café defeat - annoying, 4 stars we sit down 20 minutes before closing and the bartender says that he will no longer accept the order - defeat . The organization is poor - the offer to meet with an astronomer, theoretically two groups - only the astronomer does not know anything about it - we are unlucky to be in group two - unfortunately there is no apology. Food in heaters cool and unfortunately weak for 4 stars - vegetables zero nothing. Hotel unfortunately not for 4 stars * People are generally nice - but so heartless to the customer ."
3333,"Medium-sized, old hotel, more than 1 * wouldn't give, clean beds but old bathrooms, tasty breakfast, close to the aquapark and so many advantages. If there is no place, you can stay overnight there, although a big night than 1 night is not for me. The service is nice and helpful. No elevator, stairs to the main entrance."
3334,I did the ears on Dr. . the man's a tragedy he's not even in surgery. And you can't see him after the surgery. The suture catastrophe was supposed to go away by itself and it's been a year and a piece of suture is in one ear. I advise against your guy getting fat and nothing else. . . . . . . . . .never again to a blowjob.
3335,"Generally, this man is nice. He exams students in the department, even speaks a bit of English (I think he runs exercises for English-speaking students) - so many nice things about him. Concretely: a few years ago the man removed my tonsils. He was appointed to operate on me by the head of the laryngological ward of the Visitor's department (some old grandfather - I don't remember his name). Generally, the hospital staff was nice and sympathetic to me (before and after the operation) that I found 'em on Pabiszczak. For three weeks, he was bleeding like some four-legged animal, whose name I won't mention (it starts with ""ś""), and which we often eat in the form of loins. The doctor, when he graciously let me ''shoot'' at the ward, explained to me that such a complication is typical for a 10% adenoid excision - end and stop, no further discussion. Well, I checked em the professional literature and such a complication is typical only for 1 - 2% in the U.S. and the UK and the bleeding lasts max . week / two . Maybe there are other standards in Poland? ! It is unprofessional . One of the tonsils has not been well (completely) removed. Non - stop I have ailments ( pains ) associated with incomplete removal of the tonsil . I strongly advise against it."
3336,"Compared to Rynia, there is no climate or spirit. The kitchen and the service in the cafeteria (you can't call it a restaurant). Very nice SPA and a nice swimming pool with saunas if it wasn't for the decoration of a'la palace of the Russian Nouveau Ruthenian. The town itself is a pleasant but terribly boring. In the hotel, a mass of hopeless children tearing their snouts at the potege without any supervision of parents, a pile of German excursions ( Pensioner Reisen ) making the crowd everywhere. He would leave me a lot more money if it was where - the lobby bar is boring and without climate . He is dying compared to the night club in Ryn where he drank 'em a few national averages ; - ) . Generally you can spend a few days here but don't set yourself to 4 star level - I give a strong 2 star ."
3337,"I DO NOT RECOMMEND IT! ! ! BEWARE! ! ! ! This lady ( supposedly a doctor ) prescribed me a medicine in the composition of which was what I am allergic to (of course she told me what and it was written in the file). She almost paid for it with her life. She swollen my face so my eyes could not be opened. If the night had lasted longer it could have been after me! ! ! ! ! To be a doctor you need to know! Constantly improving one's qualifications and constant learning, because medicine is a field that is constantly developing. . . . It's a waste of words . . . I will never trust a doctor again! ! ! BEWARE! ! ! !"
3338,"The hotel stopped by the decor and everything else in the old days. Mustard sofas, a televiser from 1964, elevators from the 1970s, you can smell the old oil and cigarette smell everywhere. Each floor has a sofa from another parish and some strange furniture. For such a price it's some kind of massacre. I do NOT recommend ( y ) ! !"
3339,"Hello, and I share all the opinions about . Mr. Dr. Adam Sikora. You may not believe it, but I was operated on by the doctor (together with Mr. Wencol) and a very damaged section of the lumbar spine here NOTE - 1981! ! ! ! He was young, but already then he approached everyone with commitment and heart. He was a doctor with a CALL. After so many years, I have no problems with my spine (unless I exaggerate myself). After so many years, she noticed that she is still an APPROACHED man and a doctor. I greet Mr. Adam Sikora very warmly and wish him satisfaction with his work and success in life. Grateful patient Grażyna Dreja Tuszyńska ."
3340,"So far in my life I have found only two really good doctors about whom I can say in good conscience that they certainly did not miss their vocation and Dorota Stelęgowska - Piórkowska is one of them. She is polite and presents a high personal culture, carries out an in-depth analysis and really tries to help. If there were more such doctors, people would feel at the visits of people and the treatment would really aim at helping them - which I have the impression after visits to many different specialists, ironically, you can not guess."
3341,"The biggest disadvantage of the hotel seems to be poor wifi. It is not available at all in the rooms, and also at the reception desk it does not work well. You can also criticize the not very rich breakfast. The products are not signed, so you do not always know what you are eating. In addition, the food quickly disappears from the Swedish table, so the later, the less choice you have from a modest buffet anyway. These are, however, only details. All in all, the hotel presents itself very positively. The apartments are spacious, the balconies with views of the ocean invite you to change rooms and everything is kept in perfect order. I can safely recommend this hotel, also because of the quiet, attractive surroundings."
3342,"The hotel has a fairly industrial climate, universal, good for business visits and for tourists not looking for an individual atmosphere. Definitely an attraction is the location by the river with a well maintained terrace, promenade, greenery surrounded by well-kept office buildings and tenement houses. Clean, bright and quite spacious rooms with large windows. Good buffet breakfasts in the restaurant room and on the outdoor terrace are quite varied, including self-pressed fruit juices, salmon, cheese, pastries and tasty coffee. Nearby there is a park where you can walk to the city centre, although the distance is considerable. Nearby are the stations of the city railway. Apart from the immediate surroundings of the hotel, the district itself is quite busy and a bit neglected."
3343,"Electronic Measuring 2 , Exercises What exercises does the cards do for 5 minutes and stands with a watch passes 5 minutes and no apology the card you have to give back. Before I thought about the task, it was already a piece of paper: (But somehow I managed to pass. The doctor explains quite well, but everything speaks in one tone of voice without getting too busy! He is literally speaking the rules from the books! The score is based on the marks from these pages and the answers at the board. We think he did okay. 6 sheets of paper and then the arithmetic mean is drawn! My advice: Avoid this lady as she fights! !"
3344,"We spent one of the least successful Easter Worlds this year. Even though the weather wasn't good, we couldn't get bored. The hotel with a great focus on families with children and here great appreciation for the team of animators, always smiling, very committed and with a great approach to children! ! ! ! ! Activities for children without a few, all interesting, fun and teaching. From painting, cutting out, cooking and arcade games to discos and theatres. Just a fairy tale. Adults could also learn a lot, such as first aid. The organization wasn't even spoiled by the rain and all the fun, bonfire, mulled wine and baked sausages went well! Delicious food, clean everywhere, very nice service. I recommend this place to anyone who wants to rest and have a nice time. We came back delighted and will surely visit this place again and again! ! ! !"
3345,"Nevertheless, the prices of accommodation here have remained relatively high, reaching 111 euros. During the European Football Championship, you have to pay an average of 184 euros for accommodation. In Warsaw, May prices jumped by 23.60 percent and amounted to about 107.58 euros. Due to the occupancy rate so far, guests staying overnight during the championship have to reach even deeper into their pockets and pay an average of 175 euros for a room in the Polish capital - twice as much as last year. Among the world's metropolises New York proved to be exceptionally expensive. Eurozone guests had to pay 18% more, i.e. an average of 223.19 euros per room due to the weak exchange rate of their currency."
3346,"Rooms with significantly different standards. The first room was exchanged for another, which we were satisfied with. Comfortable mattresses in beds. The swimming pool is very decent for hotel conditions, two small saunas - one is always about 90 degrees Celsius, the other is either closed or 60 degrees Celsius. The food is rather average. The choice is sufficient (always fish, poultry, beef, vegetables, peanuts, groats) but somehow not so good. Unfortunately, summer food or even cold food is the most common. Hot only soups. For lunches there are no drinks, not even water. We bought the soups separately - a glass of wine 8-12 zl, a tasty beer Prost 18zł (Zywiec after 10). The place rather as a starting point to Czocha Castle, Grodziec Castle, Goerlitz, Bolesławiec. . . . Two billiard tables in the cellars . The hotel staff is very nice."
3347,"Professor Kafarski is a very nice man who has a lot of knowledge from his specialty. . . . Lectures are conducted in a way that is accessible to the student. There are 2 colloquia for the credits, where you can have books, lectures and what else can be helpful to pass. . . . The examples in the colloquia are quite specific, at first glance you might get scared, but if you think about them a bit, you can pass. . . If you don't count one of them, don't break down, just go to Professor Kafarski to make an appointment for a correction. . . . [ u ] Generally speaking, he is a very good leader. . . I recommend it! 8 )"
3348,"Mrs. Łubiarz is a good doctor but my opinion is neutral. She told me that I have had painful periods unfortunately no prescription or information about what painkillers I should take. The second thing Mrs. Lubiarz does not prescribe contraceptives, so I immediately warn the ladies and girls that if you care about contraception it is certainly not at Mrs. Lubiarz unfortunately."
3349,"I do not recommend ! I wouldn't have gone to that doctor's in my life and she wouldn't have paid for it. Last year, unfortunately, I had a miscarriage at the hospital with an empty fetal egg. Unfortunately, I had a miscarriage at the hospital, an empty fetal egg. Unfortunately, I was unlucky enough to find this doctor, and during the examination he was so delicate that he broke my vaginal speculum. I was still surprised that the examination was painful, I just had an indescribable nightmare in my life and she wouldn't have believed me if it wasn't for the fact that I had experienced it on my own skin, a dramatic approach to the patient! I would totally advise against"
3350,"The doctor, after examining my daughter, informed me that the child can hardly see, because he has a very large visual impairment. She was advised to give atropine for 5 days and return to the examination again. She also immediately got me the information that the result would be worse than the one without drops. The next step will be to buy glasses. I'll add that my daughter is an infant. What are the reasons if you can verify this, check again - too much has not found out m . She only got the information that while giving atropine there may be side effects and in case of more serious problems you have to go to the hospital. The message was passed on to me as well as the information about the almost blindness, as the information that the child has a cold. On leaving, I was in shock. After a few days, when she recovered, she decided to verify it with me. I went to two different ophthalmologists. Of course, she did not say that she was already at the doctor's and that I have opinions that the child is visually impaired. None of the doctors found the defect of which I was informed. In addition, I was informed that the administration of atropine for 5 days to such a small child does not currently apply. Of course, it can be examined, but after the child is asleep, or as one of the doctors did - in the office (twice a drip and anaesthesia). That is why I do not recommend the doctor. Thank you"
3351,"Well, she only had to spend two nights in that hotel. She was m with a Groupon voucher, unfortunately nothing good will write, just the truth. She asked the receptionist if all the hotel guests are treated the same, are the Groupon guests worse? The first night in a three-person room, there was one set of bed linen missing, she reported to me several times, at 9 pm. 45 I was promised that within fifteen minutes somebody would report it, unfortunately, no one will report it until the morning. The squalid, stuffy rooms. The windows cannot be opened because they disturb the bunk bed: ( . She wouldn't call me a restaurant but an ordinary canteen with not interesting food. In my opinion, this hotel does not deserve three stars . and the next purchase of a trip on the groupon will be more read in the opinions on the forum ."
3352,"The hotel is completely sufficient The standard of rooms from the 80's, but the rest of the hotel does not deviate from the standards of a 3-star hotel. Food: although there is not much choice but a lot of vegetables, I have always come out very full of them. Breakfast is repeated. Pools. Garden. All right. To the beach far away, 600m, through the fields, hotel far from the city. Clean overall, so we are satisfied"
3353,"A big plus for the website, it was like in the American ( ?) movie: you need to consult a specialist and there is such an opportunity, register through the website, then confirm, remind, in a word SUPER! The visit to the doctor's office took place in accordance with the specified time, we received the appropriate consultation. The doctor felt that he feels responsible for the patient he met, he provided a telephone contact. I think that in the future, if necessary, we will use the services of Dr. Dr. Polewiak. One remark: please give us a little more time, 15 minutes is really not much, a little like a conveyor belt. . . Thank you, Dr. Stuart. Polewika for his professionalism and kindness. BJCh."
3354,"The hotel is a beautiful, charming place in a historical environment. During one day of our stay we spent time visiting the castle of the museum standing in the same courtyard as the hotel. Well, the hotel's awards are well deserved. The hotel has a different, beautifully and interestingly decorated interior, especially the generally accessible (stylish restaurant, swimming pool), a very neat combination of new and traditional in a luxurious setting. The hotel attracts attractions from the physical through the spiritual (beautiful library) to the culinary. I recommend it."
3355,"As IPC PAS specialists explain, the new polymer was made by molecular printing. The lipocalin molecules were first surrounded by appropriately selected short polymers (the so-called ""functional polymers""), which bind to this protein in places characteristic only for it. Next, a second polymer was introduced, which was bound to a functional polymer . ""The crosslinking polymer was later polymerized and then lipocalin was washed out of the resulting structure. Eventually, a durable polymer layer with molecular hatches adapted to the lipocalin molecules in terms of their local chemical properties as well as size and shape was obtained"" - reads the IPC PAS message sent to PAP. ""When lipocalin molecules in the solution tested come into contact with the polymer formed in this way, some of them have a chance to be located in the gaps. However, proteins are quite large and are reluctant to migrate through the polymer network. Therefore, the structure of our polymer had to be artificially loosened, enough to give the lipocalin molecules the best possible access to as many gaps as possible, but not too much so that the polymer layer would not collapse"" - describes Dr. Noworyta ."
3356,"I don't know what to write. . . . .I've been seeing a doctor since my previous pregnancy. . . . . The fact that I was privately treated by a doctor was a chance for me to get a birth. . . Unfortunately, Mr. Dr. . . He didn't answer my phone because, as I guess, it was Sunday 7 am: (I felt disappointed that although I had no phone contact. Now I'm a second pregnancy. . . . first he found an ectopic pregnancy, two days later a bubble was already visible. At this moment two bubbles were already visible. . . . .but without the visible embryos: ( And I have been staining for two weeks and Dr . while doing my ultrasound he saw ""probably"" a hematoma at one of the bubbles. . . He didn't recommend me to inject in the hospital to absorb the hematoma, claiming he didn't believe in such things. . . Maybe one will miscarry and the other will stay and develop - OK, but how long can I walk with empty bubbles? Is it safe for me to walk with empty bubbles? For information, according to the pregnancy calculator, I am 10 weeks pregnant and according to the ultrasound, the bubble is 4 weeks. . . I think it makes too much of a difference and it won't work. . . . .and Dr . ...said maybe yes and maybe no. When I'm asked when I'm supposed to come in, I gotta answer: let's make an appointment. . . Oh, boy. . . . .I'm a little wondering if this isn't a disposal. There's no time limit in such cases, how much can you walk with empty bubbles? ? ? ( . . .was counting on some kind of direction - what to do next and for what time. In fact, as much as she knew before the visit I know and after it. . . .and the helmet is flying. . . ( ( She would like me to trust him because I don't like to jump from doctor to doctor, and I thought she found me the ""only one"". . . . However, when I read these opinions that he is a good doctor for the healthy, I am more and more scared and I do not know what to think about it: ("
3357,"As many have written before, the hotel's glory days passed some 10 years ago. Faded photographs on the walls testify to this. Unfortunately, all of them from a decade ago. Nothing works as it should. They save ( or rather happen ) on everything that is possible. Wifi only in the common area of the hotel but the speed of the internet is so poor that nothing works. It's a big inconvenience especially since the hotel is in such a remote area that there is practically no cellular coverage. In some rooms it's just cold - at the reception desk they give fags. The water in the tap cannot be called hot. Foods of little and poor quality - the cheapest mortadellas, seropods and water with thickened syrup. You can feel like on the colonies . . . Service limited to the minimum - the lifeguard at the pool is both a waiter and a receptionist. It is also possible that you are a smoker and a supplier. Some people speak only Ukrainian and there are some communication problems. I do not speak about the spa area because I did not use em"
3358,"Today, dinner with the family because the favorite restaurant is all over the place, decorate it like a milk bar. . . . .but that's not why we went there. . . . . .but the food. . . ...a tragedy, a roulade of cheese burned, a salad certainly not the first freshness. . . . quite small portions, a wife of roasts and 4 noodles, a broth as if from a cube. ...prices like in a nice restaurant. . . . . .burnt down premises as for us. . . . . .and the abdominal sensations. . . . . .not recommended."
3359,"She bought me this tutorial in a set with two records. She didn't have enough jamming to get to the end, but the first lessons she did, they really gave me a lot. Each lesson starts with a situation (dialogue) in which words and grammatical constructions explained later (that is, classically) are used. Quite a lot of emphasis is put on phonetics (because Hungarian phonetics finally differs strongly from Polish phonetics). And without a record, don't move! I think it's a good tutorial and I'll definitely come back to it when I have more time for pleasure!"
3360,"The first impression is very positive. Clear display , AM 6 . 17 runs smoothly . This is where the advantages of the device end . Navroad S6 operates for max. 40 minutes on battery . The entire device heats up strongly during charging . A significant temperature can already be felt after 10 minutes . If you pair this device with your phone and want to use it as a hands-free kit, you will hear fuzzy gibberish. It is not suitable as a handsfree device . There are forums where you can hear the feedback about the battery capacity and overheating of the device that the service is sending the device back and describing it as should. Unfortunately, our navigation switches off after 2 hours of operation and helps to disconnect the charging handle several times. There is no point in writing about the advantages of the device since it is not possible to use the device normally for more than 2 hours (not to mention e.g. 16 hours with two drivers of course :) ) . Sorry that the device is so advanced, it works in this way. It is already 3 Navroad and satisfaction with the device loses 1 : 2 with dissatisfaction . Satisfactory device refused to obey after 3 years and Navroad service refused a paid repair due to lack of parts."
3361,"We spent the night exploring the mine. The location of the hotel is not very relaxing: near a large market and a road. Nevertheless, the room is quiet. From the mine 15 minutes walk . Inside very nice and tasteful. Modern but cosy interiors. The service is nice, but a little bit poorly organized. A little professional sanding is missing. Breakfast ok ."
3362,"Quite a typical guesthouse by the Baltic Sea, far too expensive in relation to the standard it offers. Rooms equipped with not very sophisticated furniture, but quite functionally. Double rooms located on the ground floor - dark, without charm. Bathroom OK, but also without a frenzy. The building is very acoustic - you can hear all the neighbors, their conversations, steps, swimming, etc. Quite tasty and varied dishes at breakfast. Comfortable parking by the building. The transition to the beach - through the forest, short and quite nice. Beach without crowding. The offer could be considered as attractive if the price per day for a few days stay does not exceed 220 PLN for a room for 2 people."
3363,"My child's wedding : ) . a very clean room, although tiny - applause for the cleaning ladies : ) for about two months I have been waiting for the call of the coordinator of the wedding in an important matter for me - the receptionist can confirm, we are already after the wedding and the woman is not calling yet! Shock! I don't think I'll live to see it, well paid! I, as a mother, had a wish for every single hot dish - fish, well, it was a total chips! she gave it back to a random waiter - who asked the question - what happened? she answered m . . . . - Well, I don't know why. . . ...without a response from the kitchen! while the waiter who served our table all night - bravo - is the pride of the whole staff - thank you : )"
3364,"I decided to write, maybe somebody with chronic sinusitis, with frequent colds, blocked nose for years and headaches will read it and decide to undergo endoscopic sinus surgery. I don't regret having excreted 5. 000 zloty because that's what it costs in Medi Clinicue. Otherwise I would have to wait in the hospital for this surgery for 1 or 5 years. If you have chronic sinusitis, don't regret it, sell a car or anything else and have an endoscopic operation, you won't regret it (I'm currently unemployed and not regretting it). When you air yourself through your nose, you'll forget about the money you spent. After the surgery, do not wait for the effects, in my case only after two weeks the ventilation in the nose has definitely improved and the pus from the clotted blood has started to flow intensively. After the surgery, all control visits to the doctor. After the surgery, all the follow-up visits to Mrs. Paradowska (there were three of them) are free of charge. TO SUM UP - I RECOMMEND - MEDI CLINICUE AND DR . PARADOWSKA ARE THE BEST"
3365,"After a slightly disappointing stay in 2012, the next ones were fine, and the present is nice. Despite the long weekend and the hippie competition, there's no squeeze. The reception desk has risen to the challenge of combining several reservations into one and assigning rooms next to each other. If spg.com's reservation system still wanted to reflect the real availability of rooms, it would have been beautiful. And Iva , GM Sheraton Sopot , as usual , smiling"
3366,"As for the start, it's a very strong 4 with a plus: ) to Friday, a little more work: ) . General evaluation: center 4, 5 / 5, rooms 4, 5 / 5, kitchen 4, 5 / 5, swimming pool area and saunas - 4 / 5 (proposal to carry out more sauna rituals - people who do not know it will surely like it : )"
3367,"He took advantage of the promotion which included one adult and one child and it was a good option. The standard prices in this hotel would have been too high for me, and thanks to this promotion he gave 'em the chance. The highlight was the daily activities for the children: the treasure hunt, the knight's ball, etc . The swimming pool is tiny but very warm, which was a revelation on cold days. The food was tasty - my daughter was cutting pancakes - although at the end of my stay I missed my home one. The lake is not far away. We just missed a little bit the bosom of nature, because it is a town. Generally I highly recommend, especially this promotion."
3368,"Beautiful hotel. Built in the old style . Rooms quite spacious . Large pool, nice saunas. The hotel is a few years old. Nice service. Price of accommodation low but space catering. Around the many attractions: zoo, sealarium. From the downside Chef to exchange . I do not remember a long time ago when I ate something so bad. Zurek not edible for 16 zł . Fried fries in old oil. Meat during dinner dry and unbrittle. Pâté not edible . Dry plum pork loin . Generally very average kitchen . At the owner's place he would think about changing the cook."
3369,"I also had the opportunity to meet Dr. Wojciech Kamyk. living on ŻELAZNEJ Street with his sick lying mother, who is 87 years old, Mr. Kamyka took care of my mother and I would like to say one thing I have never met in my life such a dedicated doctor, who has his big heart in relation to the elderly. We know perfectly well let's say to ourselves honestly how nowadays elderly people are treated by the health service I'm not afraid to say here and use a word like a necessary evil . But in the Lord, the doctor did not count the age, the man did everything he could for this sick person to do the treatment, administering the drip at home being nearby on the visits he could come and check how his patient feels in spite of the fact that the visit was not reported. I will also mention the approach to the patient - a sincere smile, a nice conversation between the doctor and my mother, it seems to me it was bigger than anything else, it gave me faith in healing and restored faith in the fact that there are great doctors. for this today, even though my mother is dead for 4 years, I would like to thank the doctor for everything once again for his heart and goodness. . I WISH THE WHOLE HEALTH CARE SERVICE AS MANY SUCH DOCTORS AS POSSIBLE WITH THE RESPECT OF THE DAUGHTER OF ŚTANISŁAWA PALUSZEWSKA ANNA PALUSZEWSKA"
3370,"I advise against it. The visit cost 105 zloty in January and lasted 5 minutes. The cork on the trampoline got some weight. After a month, the next visit - we had an appointment for 17. 00 and we entered the office around 18. There were 2 people in front of us, who were not registered but the doctor asked them. When I asked why the patients were treated this way I found out that it is so and the visit lasted 5 minutes 105 PLN and you said that your daughter must have no antibiotics. She wrote down 5 packs of antibiotics to ask me if these antibiotics wouldn't harm her, I found out that aspirin is also harmful. The doctor didn't want to answer my other questions, she just invited me to visit in a month. We gave up."
3371,"You see, this doctor knows a lot about what he does. I've been with him for the first time, I'll be back. Although I'll admit honestly that he rejects a little of his arrogance. She tried to explain to him that the menstrual disorder (in the range up to a year) I have from PCO that I was diagnosed with. He interrupted me in half a sentence saying that he wasn't asking me what he was suffering from now. To sum up - knowledge at b . high level Behavior and attitude towards the patient - weak"
3372,"It's hard for me to judge a visit. I felt strongly ignored when asking questions about the test method, validity of recommendations and other questions. Besides, Mrs. Aleksandra was cooking dinner during the visit, she was quite bored with talking to me. . . She heard that I am infected with everything, I have cancer suspicions plus a whole lot of other conditions so she came out completely broken down. . . No approach. . . I don't judge completely wrong because the recommended supplements are herbal and have health reasons while this lady's personality doesn't appeal to me at all."
3373,Hotel very old neglected lack of air conditioning They offer to rent windmills 1 . 5 € a day tragic food practically the whole two weeks we went to other restaurants in the city For a shovel you have to pay a deposit and was supposed to be in the room I do NOT RECOMMENDED Adds a picture of how this hotel really looks like
3374,"I advise against this doctor! He is not really aware of what is really wrong with the patient, he still has little time and you can't even talk to him about what he is planning to do. And if he is already treating it only according to the usual patterns, he gives you medication which instead of helping you harm the patient. Just because he is smiling does not mean he is a good doctor. Watch out for what he's giving the patient and what medications. He does not inform about the effects they may have on the patient. This is a taboo subject. He is definitely not the doctor she would recommend to me."
3376,"The stay would be quite successful if it wasn't for the noise from behind the wall. Almost all the time, night and day, you could hear the noise, the whirring, the time of tapping. During the day it was not a problem, but at night, unfortunately, you could not sleep normally. Maybe I was unlucky and got 'em a bad room. As for the other aspects of the stay it was ok although the rooms need refreshment and are regularly renovated."
3377,"Because 64% of holiday guests and 52% of business guests are not loyal to a brand or a particular hotel * . There are many reasons for this . Certainly one of them is the neglect of an attempt to build lasting relations between a guest and a hotel . What a certain premise is the result of the business segment . Where we have a higher percentage of loyal guests . However, one can think that this loyalty does not result from the relations created (although of course it can) but is based on a fleeting attachment based on a favorable, negotiated corporate price. The space of lasting business relations is still to be developed in the hospitality industry. This is confirmed by another statistic. 39% of potential guests prefer to sleep in a hotel that ""knows them"" as opposed to 21% of guests who choose a hotel that is alien to them, in the sense that they have no in-depth information about them. As we can see, the personalisation of services is already rather a current trend."
3378,"When confirming a reservation, when writing about the advance payment, it should be noted that its subsequent fate will be in accordance with the terms and conditions of the cancellation and cite them. For example: ""Cancellations : - If the client cancels the stay between 14 and 7 days before the planned arrival, the hotel will deduct 50% of the advance payment from the advance payment; - If the client cancels the stay less than 7 days before the planned arrival, the advance payment will be forfeited in full to the client (the type and name of the accommodation unit must be entered here). ""Such records clearly specify when and on what terms you will retain the advance payment. Of course, the dates and percentages can and should be adjusted to the individual circumstances of a particular facility. We are only allergic to uncritical extensions of deadlines. It is worth to get to know those that offer competitive facilities in the area or region."
3379,"The hotel has a variety of attractions to offer for the elderly and the youngest. The swimming pool with paddling pool, slides, monkey grove, children's entertainers, board games, table football. There is what to do with the child, even if the weather is not favourable, although the sea is at your fingertips. We were there in February and we hardly ever left the hotel. In addition, the food was great in the form of Swedish buffet, a huge choice and still the possibility of frying pancakes, which children have always enjoyed very much. We are very happy and we will probably come back more than once, especially in the off-season, when it's ugly and cold outside, and there you are lying in the Jacuzzi and it's good for you :) A little remark: I missed the water in my room, but it's probably a detail."
3380,"I advise against it. First of all, an unpleasant midwife who registers a visit. Once she was impatient, she hung up the phone halfway through the conversation, another time she didn't want to save me because there are no more places in a given week (I asked for next week - what's the problem?). At the first examination she spoke to her doctor about worrying symptoms, but she quickly ended up with me because she did not show any interest in my statement. Then she examined me and found nothing. She mentioned that I may have a back bend, but she is not sure because she did not examine me thoroughly! ! ! Only the examination from the lab showed inflammation (the symptoms of inflammation were the ones she was talking about). The results were not received until the third time, she kissed the door handle twice, and once there was no information about the cause and time of absence! It is difficult to get a call. Then the doctor prescribed me drugs for this inflammation without examining me at all! ! ! Why bother? Routine ! She also wanted me to be referred to a routine ultrasound - many diseases can be discovered only through this examination. She said no, because there are no indications. She went to another doctor (highly ranked doctor). She had an ultrasound (literally a moment) and it turned out that I had a cyst. If I had stayed under ""Muszalska _ Gawrońska's care, the ovary could have been excised, because she does not see anything disturbing! ! ! You can walk to her when you are healthy! But I advise against it anyway. There are more pleasant people."
3381,"The older building has a simulation room for practicing nursing and obstetric skills, as well as resuscitation, laboratory teaching of surgical skills and rooms for practical exams in clinical subjects. In the new building there are high fidelity simulation rooms, including a hospital emergency ward, intensive care, operating theatre and delivery room. There will also be an ambulance simulator used for rescue exercises. The opening of the simulation centre will allow for modern education of students from the faculties which are part of the Collegium Medicum. Before their first contact with a real patient, they will be able to practice all medical activities on phantoms and simulators, reproducing situations and conditions similar to real ones. As the Vice-Rector of Medicine said . As the vice-rector of the Collegium Medicum prof . Wojciech Maksymowicz , the simulation centre is still in its start-up period, but classes with students are already being conducted there."
3382,"I'm editing an opinion - I'm after my second visit. The doctor did not cure me, because the nature of the ailment turned out to be non-neurological. The doctor conducted a very detailed interview and analysis. She commissioned a very detailed study and discussed the results with me. She approached my state of health comprehensively, analyzed the whole history of diseases. After two visits to the doctor's office I have a 100% knowledge of the disease. After two visits to her doctor's office, I have 100% knowledge of my health in neurological terms. Apart from the great competence, I am also very communicative, with real concern for the patient's health, good heart of the doctor. Moreover, the doctor very much respects the appointments - the patient who came before me, but apart from the records, had to wait for my visit. 5 stars - no scale."
3383,"Clean rooms, cleaned daily. Good location . However, there will always be some but . . . when at the end of the trip we managed to use the spa area, it turned out that the water in the jacuzzi was icy (which we were not aware of, but we were with a child). On the balcony we could use a chair and a tiny dryer to dry our swimsuits (the bathroom had been drying for centuries). The food is okay, but after a few days, monotony creeps in. Breakfast is the same every day. For lunch every day chicken dishes in different versions, (apart from chicken there were also other dishes, but nothing surprising). I personally missed the fish. For lunch there was no drink (being in hotels in different countries, not buying all inclusive option was always free water! ) Internet does not work well, the range was only in certain places in the room. The service is nice and helpful. For renting new bikes, the possibility of using the tennis court - equipment at the reception. In my opinion, the hotel requires refreshment from outside (especially balconies)."
3384,"The doctor is a very nice person. She was answering the questions she was asking. She talked to the person she was visiting, that is my daughter. She explained what the problem was. She was in no hurry and absolutely did not let us know that there is another patient behind us. This is a big plus. I do not give marks for the competence and results of the treatment due to the fact that it was only the first visit (with the rest recommended by a satisfied patient of the doctor). My daughter and I are waiting for the results. . ."
3385,"I got the doctor by order of a colleague. I've been his patient for over 2 years and she wouldn't trade me for any other doctor even though the prices of visits aren't the cheapest. He is the only doctor who explained to me exactly what and how to do an ultrasound. Thanks to his help I am today the mother of a lovely daughter, at every visit he kept my spirits up and said that everything will be ok, despite my many doubts. I highly recommend it."
3386,"This is the first time I've encountered such an unprofessional approach to a patient. She came to me with a small problem on the foot which she cured a few years back using cryotherapy performed with professional equipment, with hygienic caps, on a couch, in appropriate conditions. How surprised I was when I saw a portable mini-case from which the doctor took out small dispensers with liquid nitrogen, then she leaned my foot on her thigh and tried to carelessly remove the warts with the help of two mini-bottles of gas, which is nomen omen in exhaustion. Without a closer look at my foot, without light, magnifying glass or anything - the Doctor asked questions of the figure ""And here was something or wasn't there because I can't see"" . For some of the changes there was no more gas, so she heard me say ""we'll finish it next time"". I absolutely warn and advise against it! I will add that the visit cost 130 PLN. In short - I do not know how the Doctor deals with other aspects of dermatology, in my case it was a real mistake and absolutely the second time I will not appear there."
